0,1,2,3,4,5,6,7,8,9,10
yogurt,other vegetables,soft cheese,,,,,,,,
pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
cream cheese ,soda,,,,,,,,,
pastry,spread cheese,other vegetables,,,,,,,,
pastry,tropical fruit,citrus fruit,coffee,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
beef,cream cheese ,,,,,,,,,
UHT-milk,soda,,,,,,,,,
yogurt,soda,,,,,,,,,
cleaner,other vegetables,,,,,,,,,
other vegetables,pasta,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
domestic eggs,margarine,,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
sausage,whipped/sour cream,waffles,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
bottled water,yogurt,,,,,,,,,
pastry,other vegetables,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
margarine,sugar,,,,,,,,,
pasta,cream cheese ,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
soda,flour,pudding powder,,,,,,,,
organic sausage,bottled water,,,,,,,,,
bottled water,butter milk,,,,,,,,,
dishes,bottled water,,,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
citrus fruit,soda,,,,,,,,,
pastry,hard cheese,,,,,,,,,
pastry,yogurt,,,,,,,,,
soda,pastry,,,,,,,,,
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee,,,,
bottled water,curd,semi-finished bread,,,,,,,,
white wine,frozen potato products,,,,,,,,,
chicken,chewing gum,,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
sliced cheese,brown bread,roll products ,,,,,,,,
rolls/buns,soda,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
beef,waffles,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
pork,citrus fruit,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
soda,shopping bags,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
white bread,beverages,,,,,,,,,
UHT-milk,herbs,butter,oil,,,,,,,
whole milk,rolls/buns,,,,,,,,,
curd,bottled water,other vegetables,white bread,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
pastry,brown bread,,,,,,,,,
mustard,whipped/sour cream,,,,,,,,,
bottled water,detergent,domestic eggs,yogurt,,,,,,,
domestic eggs,soda,,,,,,,,,
yogurt,butter,,,,,,,,,
sausage,pip fruit,,,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
soda,bottled water,,,,,,,,,
pork,brown bread,,,,,,,,,
beef,citrus fruit,napkins,semi-finished bread,brown bread,,,,,,
newspapers,frozen vegetables,long life bakery product,,,,,,,,
pet care,whole milk,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
fruit/vegetable juice,sausage,sausage,domestic eggs,seasonal products,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
berries,grapes,other vegetables,,,,,,,,
berries,specialty cheese,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
frankfurter,grapes,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
mayonnaise,chocolate,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,,,,,,,,
frankfurter,chicken,processed cheese,dessert,,,,,,,
other vegetables,margarine,,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
pip fruit,sweet spreads,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
pastry,female sanitary products,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
chicken,margarine,waffles,,,,,,,,
soda,canned vegetables,,,,,,,,,
meat,pip fruit,beverages,soda,,,,,,,
dessert,napkins,,,,,,,,,
beef,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
pork,cream cheese ,,,,,,,,,
butter,candy,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pork,margarine,,,,,,,,,
pork,brown bread,,,,,,,,,
root vegetables,dessert,,,,,,,,,
frankfurter,margarine,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
pastry,soft cheese,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
frozen meals,root vegetables,cat food,,,,,,,,
other vegetables,canned fish,,,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
butter,bottled water,,,,,,,,,
sausage,beverages,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
long life bakery product,whole milk,pip fruit,pork,frozen dessert,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,dessert,dish cleaner,,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
whole milk,sugar,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
pork,whole milk,,,,,,,,,
processed cheese,onions,root vegetables,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
dessert,rolls/buns,,,,,,,,,
dog food,bottled beer,,,,,,,,,
soda,rolls/buns,,,,,,,,,
whole milk,butter,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
cat food,whole milk,,,,,,,,,
white bread,bottled water,,,,,,,,,
pot plants,yogurt,cream cheese ,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
frankfurter,instant coffee,root vegetables,coffee,instant coffee,sugar,rolls/buns,,,,
white wine,cat food,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
root vegetables,frankfurter,specialty bar,packaged fruit/vegetables,hygiene articles,,,,,,
bottled beer,yogurt,,,,,,,,,
turkey,chewing gum,,,,,,,,,
fruit/vegetable juice,chewing gum,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pork,pastry,,,,,,,,,
bottled water,curd,yogurt,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,soda,,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
berries,shopping bags,,,,,,,,,
ham,pastry,sugar,,,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
cereals,dessert,,,,,,,,,
seasonal products,shopping bags,,,,,,,,,
soda,dog food,,,,,,,,,
ham,yogurt,,,,,,,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
mayonnaise,frozen vegetables,processed cheese,,,,,,,,
chicken,whole milk,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
meat,butter,,,,,,,,,
onions,root vegetables,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
pip fruit,citrus fruit,,,,,,,,,
white bread,coffee,,,,,,,,,
pip fruit,soda,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
chicken,cat food,,,,,,,,,
red/blush wine,instant coffee,,,,,,,,,
white wine,Instant food products,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
beverages,chewing gum,rolls/buns,,,,,,,,
yogurt,butter,,,,,,,,,
UHT-milk,frozen meals,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
ice cream,herbs,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
frankfurter,frankfurter,butter,domestic eggs,margarine,other vegetables,,,,,
shopping bags,frozen vegetables,,,,,,,,,
canned beer,meat,,,,,,,,,
dog food,curd,,,,,,,,,
sausage,root vegetables,,,,,,,,,
soda,grapes,,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
frozen vegetables,dishes,root vegetables,pastry,,,,,,,
whipped/sour cream,candy,,,,,,,,,
whole milk,oil,,,,,,,,,
bottled water,newspapers,,,,,,,,,
candy,frozen meals,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
sausage,butter,,,,,,,,,
soda,other vegetables,,,,,,,,,
fish,root vegetables,,,,,,,,,
coffee,butter milk,,,,,,,,,
dessert,cake bar,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
butter,specialty chocolate,,,,,,,,,
soda,beef,bottled beer,soda,,,,,,,
yogurt,curd,,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
root vegetables,yogurt,canned vegetables,,,,,,,,
hamburger meat,pip fruit,rolls/buns,dishes,,,,,,,
root vegetables,berries,brandy,,,,,,,,
berries,whipped/sour cream,bottled water,,,,,,,,
butter milk,waffles,,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
long life bakery product,napkins,,,,,,,,,
berries,cream cheese ,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
pastry,detergent,,,,,,,,,
bottled water,soda,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
condensed milk,rolls/buns,organic products,,,,,,,,
hygiene articles,coffee,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
pork,pastry,,,,,,,,,
chicken,rolls/buns,yogurt,pastry,,,,,,,
pip fruit,bottled beer,margarine,,,,,,,,
domestic eggs,dessert,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
pork,frozen potato products,curd cheese,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
canned fruit,detergent,,,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
pastry,ketchup,,,,,,,,,
waffles,spread cheese,,,,,,,,,
bottled water,baking powder,UHT-milk,,,,,,,,
other vegetables,bottled beer,rolls/buns,shopping bags,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,candy,,,,,,,,,
sausage,soda,,,,,,,,,
whole milk,sausage,pet care,yogurt,,,,,,,
meat,ice cream,cleaner,,,,,,,,
citrus fruit,candy,,,,,,,,,
newspapers,white bread,,,,,,,,,
curd,soda,,,,,,,,,
whole milk,frozen vegetables,newspapers,,,,,,,,
pastry,bottled water,candles,,,,,,,,
ham,candy,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
butter,grapes,bottled water,,,,,,,,
popcorn,long life bakery product,,,,,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
brown bread,bottled beer,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
waffles,ketchup,candy,,,,,,,,
salty snack,frozen meals,,,,,,,,,
pastry,whole milk,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
other vegetables,butter,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
rolls/buns,berries,meat spreads,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,
pip fruit,other vegetables,flour,,,,,,,,
pastry,bottled beer,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
onions,whipped/sour cream,dishes,,,,,,,,
coffee,citrus fruit,other vegetables,fruit/vegetable juice,,,,,,,
chicken,butter,,,,,,,,,
UHT-milk,soda,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
frozen dessert,specialty chocolate,,,,,,,,,
tropical fruit,pasta,napkins,,,,,,,,
tropical fruit,canned vegetables,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
yogurt,grapes,,,,,,,,,
yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
other vegetables,syrup,,,,,,,,,
meat,other vegetables,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
yogurt,yogurt,,,,,,,,,
frankfurter,pastry,salt,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
whole milk,cleaner,,,,,,,,,
frankfurter,frankfurter,citrus fruit,semi-finished bread,dishes,whipped/sour cream,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
ice cream,shopping bags,soda,,,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
margarine,processed cheese,candles,shopping bags,,,,,,,
berries,soda,flower (seeds),,,,,,,,
canned fish,cream cheese ,,,,,,,,,
butter,pastry,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
popcorn,butter,,,,,,,,,
whole milk,brown bread,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
chewing gum,newspapers,candy,,,,,,,,
canned beer,yogurt,,,,,,,,,
grapes,napkins,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
seasonal products,rolls/buns,,,,,,,,,
yogurt,butter,,,,,,,,,
tropical fruit,oil,,,,,,,,,
bottled water,mustard,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
brandy,whole milk,whole milk,bottled water,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
meat,vinegar,,,,,,,,,
root vegetables,fruit/vegetable juice,bottled water,soda,,,,,,,
beef,cling film/bags,bottled water,butter,sweet spreads,candy,,,,,
bottled beer,whole milk,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pasta,hygiene articles,,,,,,,,,
bottled water,soda,,,,,,,,,
frankfurter,pork,,,,,,,,,
yogurt,whole milk,onions,sugar,,,,,,,
coffee,rolls/buns,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
pastry,detergent,rice,,,,,,,,
chewing gum,soda,red/blush wine,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
ice cream,chewing gum,,,,,,,,,
whole milk,whole milk,,,,,,,,,
frozen fish,domestic eggs,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
butter,chewing gum,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,sliced cheese,salty snack,,,,,,,,
beef,butter,,,,,,,,,
soda,zwieback,,,,,,,,,
whole milk,bottled water,,,,,,,,,
frankfurter,specialty cheese,soft cheese,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
meat,other vegetables,pasta,,,,,,,,
citrus fruit,waffles,,,,,,,,,
light bulbs,yogurt,,,,,,,,,
salty snack,other vegetables,yogurt,other vegetables,,,,,,,
citrus fruit,specialty bar,domestic eggs,,,,,,,,
citrus fruit,jam,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
canned beer,domestic eggs,whole milk,,,,,,,,
other vegetables,dishes,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
root vegetables,soft cheese,,,,,,,,,
tropical fruit,long life bakery product,napkins,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
onions,curd,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
sausage,tea,,,,,,,,,
other vegetables,salt,,,,,,,,,
waffles,butter milk,domestic eggs,,,,,,,,
frankfurter,citrus fruit,bottled water,fruit/vegetable juice,,,,,,,
sausage,rolls/buns,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
soda,shopping bags,,,,,,,,,
chocolate,mustard,white bread,,,,,,,,
root vegetables,specialty chocolate,whisky,,,,,,,,
chocolate,dish cleaner,domestic eggs,,,,,,,,
hard cheese,dessert,,,,,,,,,
root vegetables,canned fish,hygiene articles,,,,,,,,
dessert,domestic eggs,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
cat food,tropical fruit,onions,tidbits,,,,,,,
rolls/buns,make up remover,,,,,,,,,
soda,salty snack,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
candy,soda,candy,,,,,,,,
tropical fruit,coffee,waffles,whipped/sour cream,,,,,,,
napkins,tropical fruit,yogurt,sugar,,,,,,,
root vegetables,whole milk,,,,,,,,,
frozen vegetables,margarine,,,,,,,,,
canned beer,herbs,,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
napkins,white bread,,,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
brown bread,yogurt,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
dessert,dishes,,,,,,,,,
fruit/vegetable juice,detergent,,,,,,,,,
red/blush wine,frozen fish,,,,,,,,,
butter milk,whole milk,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
soda,tropical fruit,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
frankfurter,other vegetables,root vegetables,other vegetables,,,,,,,
whole milk,margarine,,,,,,,,,
specialty chocolate,whole milk,,,,,,,,,
whole milk,ice cream,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
hygiene articles,rolls/buns,,,,,,,,,
ham,frozen meals,,,,,,,,,
yogurt,sliced cheese,,,,,,,,,
sparkling wine,bottled water,,,,,,,,,
other vegetables,liquor,,,,,,,,,
whole milk,soda,mayonnaise,,,,,,,,
ham,canned beer,,,,,,,,,
roll products ,soda,,,,,,,,,
hard cheese,processed cheese,,,,,,,,,
salt,soda,rolls/buns,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
soda,shopping bags,,,,,,,,,
tropical fruit,canned beer,pastry,,,,,,,,
curd,rolls/buns,candy,,,,,,,,
long life bakery product,rum,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
bottled water,other vegetables,light bulbs,,,,,,,,
whole milk,onions,,,,,,,,,
bottled water,softener,rolls/buns,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
misc. beverages,domestic eggs,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
canned beer,ice cream,newspapers,pastry,bottled beer,,,,,,
bottled beer,beverages,,,,,,,,,
tropical fruit,organic products,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
other vegetables,white bread,,,,,,,,,
onions,soda,,,,,,,,,
onions,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
whole milk,yogurt,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
white wine,bottled beer,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
waffles,yogurt,,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
salty snack,red/blush wine,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
dessert,soft cheese,shopping bags,,,,,,,,
beef,curd,,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
berries,grapes,onions,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
UHT-milk,citrus fruit,frozen vegetables,,,,,,,,
other vegetables,newspapers,,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
frankfurter,dog food,,,,,,,,,
beef,coffee,,,,,,,,,
frankfurter,pickled vegetables,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
citrus fruit,bottled water,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
ham,beef,sliced cheese,butter milk,,,,,,,
butter milk,spices,,,,,,,,,
ice cream,soda,,,,,,,,,
brandy,dessert,,,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
candy,berries,mustard,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
misc. beverages,napkins,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
onions,oil,,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
soda,domestic eggs,,,,,,,,,
citrus fruit,soda,,,,,,,,,
sausage,other vegetables,chicken,waffles,root vegetables,bottled beer,butter,whipped/sour cream,,,
other vegetables,bottled water,,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
sausage,root vegetables,,,,,,,,,
sausage,other vegetables,tropical fruit,mayonnaise,,,,,,,
whole milk,bottled beer,,,,,,,,,
white bread,mustard,,,,,,,,,
brown bread,canned beer,,,,,,,,,
rolls/buns,margarine,whole milk,liquor (appetizer),,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
bottled water,sausage,yogurt,bottled water,,,,,,,
whole milk,bottled water,,,,,,,,,
canned beer,seasonal products,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread,,,,
sausage,soda,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
jam,root vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pork,butter,,,,,,,,,
beef,domestic eggs,,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
napkins,margarine,,,,,,,,,
beverages,other vegetables,,,,,,,,,
frankfurter,frankfurter,pip fruit,yogurt,,,,,,,
beef,yogurt,,,,,,,,,
meat,photo/film,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
dessert,ham,,,,,,,,,
onions,rolls/buns,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
yogurt,pasta,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
whole milk,margarine,,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
whole milk,domestic eggs,,,,,,,,,
sausage,margarine,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
chocolate,chocolate,,,,,,,,,
bottled water,yogurt,rolls/buns,newspapers,frozen dessert,rolls/buns,,,,,
photo/film,liquor (appetizer),,,,,,,,,
sausage,whole milk,,,,,,,,,
meat,rolls/buns,root vegetables,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
chicken,flour,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
other vegetables,white bread,soft cheese,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
tropical fruit,rolls/buns,frozen fish,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
mayonnaise,tropical fruit,packaged fruit/vegetables,beverages,cereals,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
soda,other vegetables,,,,,,,,,
sausage,chicken,,,,,,,,,
butter,whole milk,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
citrus fruit,frozen dessert,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
sausage,other vegetables,,,,,,,,,
napkins,canned vegetables,,,,,,,,,
tropical fruit,soda,spices,,,,,,,,
soda,bottled water,seasonal products,,,,,,,,
other vegetables,canned beer,whole milk,,,,,,,,
rolls/buns,meat,whole milk,domestic eggs,white bread,domestic eggs,,,,,
whole milk,tropical fruit,rolls/buns,soap,,,,,,,
canned beer,rolls/buns,artif. sweetener,soda,,,,,,,
other vegetables,semi-finished bread,shopping bags,,,,,,,,
other vegetables,herbs,,,,,,,,,
brown bread,dessert,,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
